0.434,1.000
0.407,1.000
0.407,1.000
0.432,1.000
0.425,1.000
0.441,1.000
0.424,1.000
0.437,1.000
0.438,1.000
0.439,1.000
0.434,1.000
0.433,1.000
0.488,1.000
0.482,1.000
0.485,1.000
0.490,1.000
0.494,1.000
0.488,1.000
0.503,1.000
0.503,1.000
0.499,1.000
0.506,1.000
0.518,1.000
0.522,1.000
0.530,1.000
0.530,1.000
0.532,1.000
0.544,1.000
0.539,1.000
0.542,1.000
0.514,1.000
0.507,1.000
0.509,1.000
0.515,1.000
0.518,1.000
0.511,1.000
0.517,1.000
0.513,1.000
0.520,1.000
0.520,1.000
0.522,1.000
0.522,1.000
0.524,1.000
0.528,1.000
0.531,1.000
0.533,1.000
0.527,1.000
0.532,1.000
0.538,1.000
0.539,1.000
0.538,1.000
0.538,1.000
0.532,1.000
0.540,1.000
0.538,1.000
0.536,1.000
0.537,1.000
0.538,1.000
0.537,1.000
0.536,1.000
0.533,1.000
0.523,1.000
0.529,1.000
0.525,1.000
0.523,1.000
0.525,1.000
0.523,1.000
0.518,1.000
0.520,1.000
0.521,1.000
0.520,1.000
0.521,1.000
0.520,1.000
0.520,1.000
0.519,1.000
0.528,1.000
0.528,1.000
0.527,1.000
0.540,1.000
0.542,1.000
0.544,1.000
0.540,1.000
0.540,1.000
0.535,1.000
0.542,1.000
0.542,1.000
0.543,1.000
0.541,1.000
0.539,1.000
0.541,1.000
0.537,1.000
0.540,1.000
0.540,1.000
0.540,1.000
0.541,1.000
0.540,1.000
0.544,1.000
0.539,1.000
0.537,1.000
0.541,1.000
0.539,1.000
0.545,1.000
0.530,1.000
0.528,1.000
0.527,1.000
0.532,1.000
0.528,1.000
0.531,1.000
0.533,1.000
0.532,1.000
0.530,1.000
0.539,1.000
0.542,1.000
0.538,1.000
0.546,1.000
0.547,1.000
0.544,1.000
0.548,1.000
0.537,1.000
0.541,1.000
0.540,1.000
0.534,1.000
0.532,1.000
0.539,1.000
0.534,1.000
0.537,1.000
0.509,1.000
0.500,1.000
0.496,1.000
0.496,1.000
0.503,1.000
0.500,1.000
0.508,1.000
0.506,1.000
0.499,1.000
0.496,1.000
0.502,1.000
0.498,1.000
0.482,1.000
0.488,1.000
0.488,1.000
0.487,1.000
0.492,1.000
0.487,1.000
0.489,1.000
0.499,1.000
0.494,1.000
0.490,1.000
0.496,1.000
0.502,1.000
0.466,1.000
0.472,1.000
0.473,1.000
0.480,1.000
0.498,1.000
0.494,1.000
0.413,1.000
0.411,1.000
0.415,1.000
0.426,1.000
0.430,1.000
0.427,1.000
0.423,1.000
0.439,1.000
0.434,1.000
0.456,1.000
0.451,1.000
0.450,1.000
0.419,1.000
0.421,1.000
0.422,1.000
0.425,1.000
0.422,1.000
0.422,1.000
0.391,1.000
0.407,1.000
0.394,1.000
0.387,1.000
0.392,1.000
0.370,1.000
0.351,1.000
0.352,1.000
0.352,1.000
0.389,1.000
0.403,1.000
0.418,1.000
0.409,1.000
0.418,1.000
0.407,1.000
0.414,1.000
0.414,1.000
0.406,1.000
0.418,1.000
0.410,1.000
0.424,1.000
0.405,1.000
0.397,1.000
0.405,1.000
0.419,1.000
0.407,1.000
0.433,1.000
0.419,1.000
0.432,1.000
0.428,1.000
