4.471671958145150304e-05,1.341501587443545023e-04,1.341501587443545023e-04,7.154675133032240703e-03,7.199391852613692619e-03,7.199391852613692619e-03,7.199391852613692619e-03,2.589098063766042193e-02,3.291150561194830515e-02,8.442516656978044098e-02,1.982292179045745117e-01,1.982292179045745117e-01,1.988999686982962922e-01,3.127040200330903907e-01,4.232437508384385150e-01,4.232437508384385150e-01,4.232437508384385150e-01,4.232437508384385150e-01,4.287439073469570538e-01,4.322765281938916737e-01,4.323659616330545741e-01,4.324553950722174744e-01,4.324553950722174744e-01,4.839690560300496380e-01,5.010955596297456127e-01,5.011402763493270074e-01,5.037338460850512289e-01,5.037785628046326236e-01,5.224701515896793547e-01,5.224701515896793547e-01,5.250637213254035762e-01,6.388677726601976747e-01,6.389572060993605751e-01,6.390019228189419698e-01,6.390019228189419698e-01,6.460224477932299258e-01,6.461118812323928262e-01,6.976255421902248788e-01,6.976255421902248788e-01,6.976255421902248788e-01,7.163171309752716098e-01,7.233376559495595659e-01,7.420292447346062970e-01,8.558332960694003955e-01,8.565040468631220927e-01,8.620042033716406316e-01,8.806957921566873626e-01,8.806957921566873626e-01,9.944998434914814611e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.030353789147758953e-04,2.030353789147758953e-04,8.730521293335364447e-03,8.730521293335364447e-03,8.730521293335364447e-03,8.730521293335364447e-03,2.746053499822343966e-02,3.598802091264402536e-02,9.507131617684382030e-02,1.983655651997360547e-01,1.983655651997360547e-01,1.990254301812090787e-01,3.023196792041012992e-01,4.198771635957565529e-01,4.198771635957565529e-01,4.198771635957565529e-01,4.198771635957565529e-01,4.288107202680067065e-01,4.347495051012639222e-01,4.349525404801786732e-01,4.351555758590934242e-01,4.351555758590934242e-01,4.942388711232932330e-01,5.143393736358560231e-01,5.143393736358560231e-01,5.172326277853915855e-01,5.172326277853915855e-01,5.359626414902797231e-01,5.359626414902797231e-01,5.388558956398152855e-01,6.421501446627074783e-01,6.423531800416222293e-01,6.423531800416222293e-01,6.423531800416222293e-01,6.508806659560428809e-01,6.510837013349576319e-01,7.101669965991573852e-01,7.101669965991573852e-01,7.101669965991573852e-01,7.288970103040455228e-01,7.374244962184660634e-01,7.561545099233540901e-01,8.594487589462463939e-01,8.601086239277193624e-01,8.690421805999695160e-01,8.877721943048576536e-01,8.877721943048576536e-01,9.910664433277498464e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.945303210463733661e-05,5.945303210463733661e-05,9.631391200951248260e-03,9.631391200951248260e-03,9.631391200951248260e-03,9.631391200951248260e-03,2.907253269916765595e-02,3.864447086801427178e-02,9.506539833531510442e-02,1.976218787158145196e-01,1.976813317479191312e-01,1.983353151010701643e-01,3.008917954815695794e-01,4.207491082045184405e-01,4.208085612366230799e-01,4.208680142687277193e-01,4.208680142687277193e-01,4.302615933412604066e-01,4.379904875148632470e-01,4.380499405469678864e-01,4.381093935790725258e-01,4.381688466111771652e-01,4.945897740784779839e-01,5.149227110582639266e-01,5.149227110582639266e-01,5.171224732461355833e-01,5.171224732461355833e-01,5.365636147443519910e-01,5.365636147443519910e-01,5.387633769322235366e-01,6.413198573127228963e-01,6.413793103448275357e-01,6.413793103448275357e-01,6.414387633769321750e-01,6.510107015457787805e-01,6.510701545778834198e-01,7.074910820451842941e-01,7.074910820451842941e-01,7.074910820451842941e-01,7.269322235434007018e-01,7.365041617122473072e-01,7.559453032104637149e-01,8.585017835909631856e-01,8.591557669441141076e-01,8.685493460166467949e-01,8.879904875148632026e-01,8.880499405469678420e-01,9.906064209274673127e-01,1.000000000000000000e+00
5.832944470368642211e-05,3.499766682221185326e-04,3.499766682221185326e-04,9.682687820811945040e-03,9.741017265515631435e-03,9.741017265515631435e-03,9.741017265515631435e-03,2.834811012599160185e-02,3.768082127858142505e-02,8.807746150256649809e-02,1.963952403173121752e-01,1.963952403173121752e-01,1.977951469902006487e-01,3.061129258049463120e-01,4.194470368642090330e-01,4.194470368642090330e-01,4.194470368642090330e-01,4.194470368642090330e-01,4.287214185720951698e-01,4.358959402706485964e-01,4.361875874941670284e-01,4.364792347176854603e-01,4.364792347176854603e-01,4.868758749416705611e-01,5.066495566962202490e-01,5.067078861409239909e-01,5.088077461502567012e-01,5.088660755949603320e-01,5.274731684554363476e-01,5.274731684554363476e-01,5.295730284647690578e-01,6.378908072795147488e-01,6.381824545030331253e-01,6.382407839477368672e-01,6.382407839477368672e-01,6.475734951003266904e-01,6.478651423238450668e-01,6.982617825478301121e-01,6.982617825478301121e-01,6.982617825478301121e-01,7.168688754083061276e-01,7.262015865608959508e-01,7.448086794213718553e-01,8.531264582361175464e-01,8.545263649090060198e-01,8.638007466168922122e-01,8.824078394773682277e-01,8.824078394773682277e-01,9.907256182921138077e-01,1.000000000000000000e+00
0.000000000000000000e+00,5.710696133858717075e-05,5.710696133858717075e-05,8.851579007481012382e-03,8.851579007481012382e-03,8.851579007481012382e-03,8.851579007481012382e-03,2.421335160756096089e-02,3.300782365370338867e-02,9.022899891496773128e-02,1.985609045742676160e-01,1.987893324196219613e-01,1.992461881103306520e-01,3.075780937696305228e-01,4.213351607560961720e-01,4.215635886014504896e-01,4.217920164468048627e-01,4.217920164468048627e-01,4.296156701501913089e-01,4.378390725829478525e-01,4.378961795442864458e-01,4.379532865056250390e-01,4.381817143509794121e-01,4.954028896122437131e-01,5.168180001142139712e-01,5.168180001142139712e-01,5.194449203357889289e-01,5.194449203357889289e-01,5.348066929358689103e-01,5.348066929358689103e-01,5.374336131574438680e-01,6.457655188167437110e-01,6.458226257780823598e-01,6.458226257780823598e-01,6.460510536234367329e-01,6.548455256695790982e-01,6.549026326309177470e-01,7.121238078921821035e-01,7.121238078921821035e-01,7.121238078921821035e-01,7.274855804922619740e-01,7.362800525384044503e-01,7.516418251384844318e-01,8.599737307977842748e-01,8.604305864884929100e-01,8.682542401918793562e-01,8.836160127919593377e-01,8.838444406373137108e-01,9.921763462966135538e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.679261125104953775e-04,1.679261125104953775e-04,1.046739434648754491e-02,1.046739434648754491e-02,1.046739434648754491e-02,1.046739434648754491e-02,2.681220263084243063e-02,3.711167086481947930e-02,9.129582983487265213e-02,2.008396305625524680e-01,2.008956059333893152e-01,2.016792611251049527e-01,3.112230618527847548e-01,4.161209068010075507e-01,4.161768821718443978e-01,4.162328575426812449e-01,4.162328575426812449e-01,4.253008676182479797e-01,4.331933949062412581e-01,4.333613210187517439e-01,4.335292471312622298e-01,4.335852225020990769e-01,4.877693814721522636e-01,5.065771060733277320e-01,5.065771060733277320e-01,5.092079485026588248e-01,5.092079485026588248e-01,5.255527567870137418e-01,5.255527567870137418e-01,5.281835992163448346e-01,6.377273999440246088e-01,6.378953260565350947e-01,6.378953260565350947e-01,6.379513014273719973e-01,6.482507696613489800e-01,6.484186957738594659e-01,7.026028547439127081e-01,7.026028547439127081e-01,7.026028547439127081e-01,7.189476630282675140e-01,7.292471312622446078e-01,7.455919395465995247e-01,8.551357402742792990e-01,8.559193954659949366e-01,8.649874055415617269e-01,8.813322138259166438e-01,8.813881891967534354e-01,9.909319899244332097e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.079218213951554146e-04,2.079218213951554146e-04,1.024014970371140386e-02,1.024014970371140386e-02,1.024014970371140386e-02,1.024014970371140386e-02,2.874519180788023820e-02,3.877741969019648377e-02,9.663166649339847980e-02,2.002287140035346746e-01,2.008524794677201408e-01,2.015282253872544005e-01,3.051252728973905537e-01,4.074747894791558300e-01,4.080985549433412962e-01,4.087223204075267624e-01,4.087223204075267624e-01,4.192743528433309219e-01,4.275392452437883350e-01,4.277471670651835089e-01,4.279550888865786273e-01,4.285788543507640935e-01,4.864331011539660965e-01,5.055099282669716088e-01,5.055099282669716088e-01,5.077450878469695894e-01,5.077450878469695894e-01,5.262501299511384012e-01,5.281734067990435655e-01,5.304085663790414351e-01,6.340056138891776438e-01,6.342135357105728177e-01,6.342135357105728177e-01,6.348373011747583394e-01,6.448695290570745087e-01,6.450774508784696826e-01,7.029316976816717411e-01,7.048549745295769053e-01,7.048549745295769053e-01,7.233600166337457171e-01,7.333922445160619974e-01,7.518972866202308092e-01,8.554943341303670179e-01,8.561700800499012498e-01,8.667221124857054093e-01,8.852271545898742211e-01,8.858509200540596318e-01,9.894479675641958405e-01,1.000000000000000000e+00
4.807230074031343376e-05,2.403615037015671620e-04,2.403615037015671620e-04,8.797231035477358005e-03,8.845303336217670565e-03,8.845303336217670565e-03,8.845303336217670565e-03,2.942024805307182078e-02,3.797711758484761252e-02,9.638496298432842890e-02,2.021920969137582791e-01,2.027689645226420645e-01,2.034900490337467616e-01,3.092971829631765979e-01,3.998173252571868286e-01,4.003941928660705862e-01,4.009710604749543439e-01,4.009710604749543439e-01,4.103451591193154613e-01,4.171233535236996692e-01,4.173156427266608848e-01,4.175079319296221558e-01,4.180847995385059135e-01,4.764926449379867091e-01,4.951446976252283361e-01,4.951927699259686677e-01,4.972118065570618195e-01,4.972598788578021511e-01,5.178348235746562667e-01,5.200461494087107450e-01,5.220651860398038968e-01,6.278723199692337609e-01,6.280646091721949764e-01,6.281126814729353081e-01,6.286895490818190657e-01,6.372464186135948783e-01,6.374387078165560938e-01,6.958465532160369449e-01,6.980578790500913122e-01,6.980578790500913122e-01,7.186328237669454833e-01,7.271896932987212958e-01,7.477646380155754668e-01,8.535717719450053309e-01,8.542928564561099725e-01,8.636669551004710899e-01,8.842418998173252609e-01,8.848187674262090185e-01,9.906259013556388826e-01,1.000000000000000000e+00
0.000000000000000000e+00,2.365855966688748026e-04,2.365855966688748026e-04,9.037569792751018113e-03,9.037569792751018113e-03,9.037569792751018113e-03,9.037569792751018113e-03,2.758588057159080259e-02,3.638686476767294398e-02,9.449228730954858935e-02,1.999148291851992054e-01,2.004353174978707186e-01,2.013343427652124484e-01,3.067568846408630368e-01,3.997350241317308428e-01,4.002555124444023837e-01,4.007760007570739247e-01,4.007760007570739247e-01,4.124160121131825729e-01,4.202706539225891658e-01,4.205072395192580581e-01,4.207438251159269504e-01,4.212643134285984914e-01,4.793697359704741090e-01,4.981073152266490278e-01,4.981073152266490278e-01,4.998107315226649194e-01,4.998107315226649194e-01,5.183590423015046467e-01,5.216712406548689174e-01,5.233746569508848090e-01,6.287971988265353973e-01,6.290337844232043452e-01,6.290337844232043452e-01,6.295542727358758306e-01,6.383552569319579373e-01,6.385918425286268851e-01,6.966972650705025583e-01,7.000094634238667179e-01,7.000094634238667179e-01,7.185577742027065007e-01,7.273587583987887184e-01,7.459070691776285011e-01,8.513296110532790895e-01,8.522286363206208470e-01,8.638686476767294398e-01,8.824169584555692225e-01,8.829374467682407079e-01,9.883599886438914073e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.497009488690021230e-04,4.497009488690021230e-04,9.758510590457345965e-03,9.758510590457345965e-03,9.758510590457345965e-03,9.758510590457345965e-03,2.783648873499123058e-02,3.714529837657957329e-02,9.146917299995503681e-02,1.982731483563430208e-01,1.991275801591941286e-01,2.002068624364797544e-01,3.070108377928677523e-01,4.033817511354949037e-01,4.042361829383460115e-01,4.050906147411971192e-01,4.050906147411971192e-01,4.149840356163151389e-01,4.229437424112965083e-01,4.233934433601654890e-01,4.238431443090344697e-01,4.246975761118855774e-01,4.790214507352610340e-01,4.983585915366281482e-01,4.983585915366281482e-01,5.008319467554076532e-01,5.008319467554076532e-01,5.189099248999415881e-01,5.226874128704411815e-01,5.251607680892206309e-01,6.319647434456087121e-01,6.324144443944776928e-01,6.324144443944776928e-01,6.332688761973287450e-01,6.425776858389171675e-01,6.430273867877861482e-01,6.973512614111615493e-01,7.011287493816611427e-01,7.011287493816611427e-01,7.192067275261950776e-01,7.285155371677833891e-01,7.465935153123173240e-01,8.533974906687052941e-01,8.544767729459908923e-01,8.643701938211089120e-01,8.824481719656428469e-01,8.833026037684938991e-01,9.901065791248819803e-01,1.000000000000000000e+00
