5.44E-01,1.00E+00
5.48E-01,1.00E+00
5.37E-01,1.00E+00
5.41E-01,1.00E+00
5.40E-01,1.00E+00
5.34E-01,1.00E+00
5.32E-01,1.00E+00
5.39E-01,1.00E+00
5.34E-01,1.00E+00
5.37E-01,1.00E+00
5.09E-01,1.00E+00
5.00E-01,1.00E+00
4.96E-01,1.00E+00
4.96E-01,1.00E+00
5.03E-01,1.00E+00
5.00E-01,1.00E+00
5.08E-01,1.00E+00
5.06E-01,1.00E+00
4.99E-01,1.00E+00
4.96E-01,1.00E+00
5.02E-01,1.00E+00
4.98E-01,1.00E+00
4.82E-01,1.00E+00
4.88E-01,1.00E+00
4.88E-01,1.00E+00
4.87E-01,1.00E+00
4.92E-01,1.00E+00
4.87E-01,1.00E+00
4.89E-01,1.00E+00
4.99E-01,1.00E+00
4.94E-01,1.00E+00
4.90E-01,1.00E+00
4.96E-01,1.00E+00
5.02E-01,1.00E+00
4.66E-01,1.00E+00
4.72E-01,1.00E+00
4.73E-01,1.00E+00
4.80E-01,1.00E+00
4.98E-01,1.00E+00
4.94E-01,1.00E+00
4.13E-01,1.00E+00
4.11E-01,1.00E+00
4.15E-01,1.00E+00
4.26E-01,1.00E+00
4.30E-01,1.00E+00
4.27E-01,1.00E+00
4.23E-01,1.00E+00
4.39E-01,1.00E+00
4.34E-01,1.00E+00
4.56E-01,1.00E+00
4.51E-01,1.00E+00
4.50E-01,1.00E+00
4.19E-01,1.00E+00
4.21E-01,1.00E+00
4.22E-01,1.00E+00
4.25E-01,1.00E+00
4.22E-01,1.00E+00
4.22E-01,1.00E+00
3.91E-01,1.00E+00
4.07E-01,1.00E+00
3.94E-01,1.00E+00
3.87E-01,1.00E+00
3.92E-01,1.00E+00
3.70E-01,1.00E+00
3.51E-01,1.00E+00
3.52E-01,1.00E+00
3.52E-01,1.00E+00
3.89E-01,1.00E+00
4.03E-01,1.00E+00
4.18E-01,1.00E+00
4.09E-01,1.00E+00
4.18E-01,1.00E+00
4.07E-01,1.00E+00
4.14E-01,1.00E+00
4.14E-01,1.00E+00
4.06E-01,1.00E+00
4.18E-01,1.00E+00
4.10E-01,1.00E+00
4.24E-01,1.00E+00
4.05E-01,1.00E+00
3.97E-01,1.00E+00
4.05E-01,1.00E+00
4.19E-01,1.00E+00
4.07E-01,1.00E+00
4.33E-01,1.00E+00
4.19E-01,1.00E+00
4.32E-01,1.00E+00
4.28E-01,1.00E+00
