4.12E-01,7.67E-01,1.00E+00
3.82E-01,7.47E-01,1.00E+00
3.80E-01,7.51E-01,1.00E+00
4.04E-01,7.65E-01,1.00E+00
3.99E-01,7.55E-01,1.00E+00
4.10E-01,7.54E-01,1.00E+00
3.94E-01,7.27E-01,1.00E+00
4.10E-01,7.15E-01,1.00E+00
4.11E-01,7.19E-01,1.00E+00
4.10E-01,7.29E-01,1.00E+00
4.04E-01,7.24E-01,1.00E+00
4.02E-01,7.16E-01,1.00E+00
3.29E-01,6.95E-01,1.00E+00
3.27E-01,6.93E-01,1.00E+00
3.39E-01,7.01E-01,1.00E+00
3.45E-01,7.04E-01,1.00E+00
3.40E-01,7.00E-01,1.00E+00
3.36E-01,7.05E-01,1.00E+00
3.43E-01,6.90E-01,1.00E+00
3.43E-01,6.90E-01,1.00E+00
3.35E-01,6.89E-01,1.00E+00
3.29E-01,6.97E-01,1.00E+00
3.42E-01,7.05E-01,1.00E+00
3.44E-01,7.04E-01,1.00E+00
3.39E-01,7.00E-01,1.00E+00
3.34E-01,6.95E-01,1.00E+00
3.33E-01,6.97E-01,1.00E+00
3.41E-01,6.97E-01,1.00E+00
3.43E-01,6.97E-01,1.00E+00
3.43E-01,6.96E-01,1.00E+00
3.17E-01,6.59E-01,1.00E+00
3.11E-01,6.49E-01,1.00E+00
3.12E-01,6.49E-01,1.00E+00
3.18E-01,6.59E-01,1.00E+00
3.17E-01,6.62E-01,1.00E+00
3.17E-01,6.57E-01,1.00E+00
3.22E-01,6.57E-01,1.00E+00
3.18E-01,6.54E-01,1.00E+00
3.25E-01,6.60E-01,1.00E+00
3.23E-01,6.62E-01,1.00E+00
3.28E-01,6.61E-01,1.00E+00
3.27E-01,6.63E-01,1.00E+00
3.25E-01,6.61E-01,1.00E+00
3.27E-01,6.58E-01,1.00E+00
3.33E-01,6.65E-01,1.00E+00
3.35E-01,6.67E-01,1.00E+00
3.30E-01,6.61E-01,1.00E+00
3.33E-01,6.63E-01,1.00E+00
3.40E-01,6.66E-01,1.00E+00
3.38E-01,6.67E-01,1.00E+00
3.43E-01,6.65E-01,1.00E+00
3.41E-01,6.67E-01,1.00E+00
3.41E-01,6.67E-01,1.00E+00
3.37E-01,6.73E-01,1.00E+00
3.41E-01,6.67E-01,1.00E+00
3.39E-01,6.61E-01,1.00E+00
3.38E-01,6.66E-01,1.00E+00
3.41E-01,6.75E-01,1.00E+00
3.42E-01,6.75E-01,1.00E+00
3.38E-01,6.71E-01,1.00E+00
3.37E-01,6.63E-01,1.00E+00
3.32E-01,6.57E-01,1.00E+00
3.36E-01,6.56E-01,1.00E+00
3.32E-01,6.60E-01,1.00E+00
3.33E-01,6.62E-01,1.00E+00
3.34E-01,6.61E-01,1.00E+00
3.37E-01,6.62E-01,1.00E+00
3.30E-01,6.59E-01,1.00E+00
3.28E-01,6.63E-01,1.00E+00
3.30E-01,6.64E-01,1.00E+00
3.29E-01,6.63E-01,1.00E+00
3.33E-01,6.65E-01,1.00E+00
3.30E-01,6.66E-01,1.00E+00
3.28E-01,6.62E-01,1.00E+00
3.26E-01,6.61E-01,1.00E+00
3.34E-01,6.70E-01,1.00E+00
3.32E-01,6.68E-01,1.00E+00
3.33E-01,6.67E-01,1.00E+00
3.50E-01,6.77E-01,1.00E+00
3.47E-01,6.76E-01,1.00E+00
3.52E-01,6.79E-01,1.00E+00
3.47E-01,6.79E-01,1.00E+00
3.43E-01,6.78E-01,1.00E+00
3.43E-01,6.72E-01,1.00E+00
3.45E-01,6.78E-01,1.00E+00
3.39E-01,6.77E-01,1.00E+00
3.37E-01,6.72E-01,1.00E+00
3.42E-01,6.73E-01,1.00E+00
3.38E-01,6.71E-01,1.00E+00
3.42E-01,6.75E-01,1.00E+00
3.33E-01,6.75E-01,1.00E+00
3.38E-01,6.75E-01,1.00E+00
3.40E-01,6.76E-01,1.00E+00
3.38E-01,6.75E-01,1.00E+00
3.35E-01,6.74E-01,1.00E+00
3.38E-01,6.73E-01,1.00E+00
3.44E-01,6.75E-01,1.00E+00
3.35E-01,6.62E-01,1.00E+00
3.41E-01,6.63E-01,1.00E+00
3.38E-01,6.73E-01,1.00E+00
3.35E-01,6.69E-01,1.00E+00
3.43E-01,6.73E-01,1.00E+00
3.32E-01,6.67E-01,1.00E+00
3.31E-01,6.56E-01,1.00E+00
3.25E-01,6.59E-01,1.00E+00
3.30E-01,6.63E-01,1.00E+00
3.29E-01,6.64E-01,1.00E+00
3.27E-01,6.66E-01,1.00E+00
3.29E-01,6.69E-01,1.00E+00
3.27E-01,6.59E-01,1.00E+00
3.31E-01,6.64E-01,1.00E+00
3.39E-01,6.72E-01,1.00E+00
3.37E-01,6.76E-01,1.00E+00
3.39E-01,6.72E-01,1.00E+00
3.42E-01,6.72E-01,1.00E+00
3.40E-01,6.76E-01,1.00E+00
3.40E-01,6.75E-01,1.00E+00
3.50E-01,6.87E-01,1.00E+00
3.43E-01,6.77E-01,1.00E+00
3.43E-01,6.84E-01,1.00E+00
3.47E-01,6.91E-01,1.00E+00
3.47E-01,6.85E-01,1.00E+00
3.46E-01,6.84E-01,1.00E+00
3.51E-01,6.96E-01,1.00E+00
3.54E-01,6.86E-01,1.00E+00
3.60E-01,6.96E-01,1.00E+00
3.36E-01,6.79E-01,1.00E+00
3.29E-01,6.68E-01,1.00E+00
3.31E-01,6.69E-01,1.00E+00
3.36E-01,6.83E-01,1.00E+00
3.37E-01,6.84E-01,1.00E+00
3.40E-01,6.86E-01,1.00E+00
3.49E-01,6.89E-01,1.00E+00
3.49E-01,6.87E-01,1.00E+00
3.45E-01,6.80E-01,1.00E+00
3.47E-01,6.86E-01,1.00E+00
3.50E-01,6.94E-01,1.00E+00
3.44E-01,6.83E-01,1.00E+00
3.31E-01,6.86E-01,1.00E+00
3.39E-01,6.85E-01,1.00E+00
3.39E-01,6.86E-01,1.00E+00
3.37E-01,6.93E-01,1.00E+00
3.46E-01,6.99E-01,1.00E+00
3.37E-01,6.93E-01,1.00E+00
3.36E-01,6.90E-01,1.00E+00
3.46E-01,6.97E-01,1.00E+00
3.42E-01,6.91E-01,1.00E+00
3.42E-01,6.99E-01,1.00E+00
3.48E-01,6.98E-01,1.00E+00
3.52E-01,7.00E-01,1.00E+00
3.19E-01,6.80E-01,1.00E+00
3.25E-01,6.66E-01,1.00E+00
3.26E-01,6.72E-01,1.00E+00
3.37E-01,6.84E-01,1.00E+00
3.46E-01,6.92E-01,1.00E+00
3.58E-01,6.92E-01,1.00E+00
3.63E-01,6.73E-01,1.00E+00
3.72E-01,6.83E-01,1.00E+00
3.74E-01,6.72E-01,1.00E+00
3.87E-01,6.79E-01,1.00E+00
3.89E-01,6.83E-01,1.00E+00
3.85E-01,6.81E-01,1.00E+00
3.83E-01,6.58E-01,1.00E+00
3.98E-01,6.62E-01,1.00E+00
3.88E-01,6.57E-01,1.00E+00
4.03E-01,6.74E-01,1.00E+00
3.94E-01,6.64E-01,1.00E+00
3.96E-01,6.64E-01,1.00E+00
3.71E-01,6.50E-01,1.00E+00
3.73E-01,6.49E-01,1.00E+00
3.80E-01,6.54E-01,1.00E+00
3.80E-01,6.56E-01,1.00E+00
3.80E-01,6.43E-01,1.00E+00
