3.75E-01,6.46E-01,1.00E+00
3.47E-01,6.25E-01,1.00E+00
3.58E-01,6.26E-01,1.00E+00
3.51E-01,6.12E-01,1.00E+00
3.44E-01,6.17E-01,1.00E+00
3.51E-01,6.32E-01,1.00E+00
3.28E-01,6.16E-01,1.00E+00
3.09E-01,6.20E-01,1.00E+00
3.09E-01,6.22E-01,1.00E+00
3.07E-01,6.22E-01,1.00E+00
3.50E-01,6.53E-01,1.00E+00
3.60E-01,6.52E-01,1.00E+00
3.75E-01,6.46E-01,1.00E+00
3.69E-01,6.57E-01,1.00E+00
3.80E-01,6.43E-01,1.00E+00
3.73E-01,6.39E-01,1.00E+00
3.73E-01,6.28E-01,1.00E+00
3.73E-01,6.37E-01,1.00E+00
3.71E-01,6.18E-01,1.00E+00
3.85E-01,6.41E-01,1.00E+00
3.69E-01,6.34E-01,1.00E+00
3.92E-01,6.32E-01,1.00E+00
3.73E-01,6.38E-01,1.00E+00
3.60E-01,6.23E-01,1.00E+00
3.73E-01,6.28E-01,1.00E+00
3.84E-01,6.27E-01,1.00E+00
3.77E-01,6.37E-01,1.00E+00
4.02E-01,6.51E-01,1.00E+00
3.92E-01,6.28E-01,1.00E+00
3.95E-01,6.42E-01,1.00E+00
3.94E-01,6.44E-01,1.00E+00
