0.412,0.767,1.000
0.382,0.747,1.000
0.380,0.751,1.000
0.404,0.765,1.000
0.399,0.755,1.000
0.410,0.754,1.000
0.394,0.727,1.000
0.410,0.715,1.000
0.411,0.719,1.000
0.410,0.729,1.000
0.404,0.724,1.000
0.402,0.716,1.000
0.329,0.695,1.000
0.327,0.693,1.000
0.339,0.701,1.000
0.345,0.704,1.000
0.340,0.700,1.000
0.336,0.705,1.000
0.343,0.690,1.000
0.343,0.690,1.000
0.335,0.689,1.000
0.329,0.697,1.000
0.342,0.705,1.000
0.344,0.704,1.000
0.339,0.700,1.000
0.334,0.695,1.000
0.333,0.697,1.000
0.341,0.697,1.000
0.343,0.697,1.000
0.343,0.696,1.000
0.317,0.659,1.000
0.311,0.649,1.000
0.312,0.649,1.000
0.318,0.659,1.000
0.317,0.662,1.000
0.317,0.657,1.000
0.322,0.657,1.000
0.318,0.654,1.000
0.325,0.660,1.000
0.323,0.662,1.000
0.328,0.661,1.000
0.327,0.663,1.000
0.325,0.661,1.000
0.327,0.658,1.000
0.333,0.665,1.000
0.335,0.667,1.000
0.330,0.661,1.000
0.333,0.663,1.000
0.340,0.666,1.000
0.338,0.667,1.000
0.343,0.665,1.000
0.341,0.667,1.000
0.341,0.667,1.000
0.337,0.673,1.000
0.341,0.667,1.000
0.339,0.661,1.000
0.338,0.666,1.000
0.341,0.675,1.000
0.342,0.675,1.000
0.338,0.671,1.000
0.337,0.663,1.000
0.332,0.657,1.000
0.336,0.656,1.000
0.332,0.660,1.000
0.333,0.662,1.000
0.334,0.661,1.000
0.337,0.662,1.000
0.330,0.659,1.000
0.328,0.663,1.000
0.330,0.664,1.000
0.329,0.663,1.000
0.333,0.665,1.000
0.330,0.666,1.000
0.328,0.662,1.000
0.326,0.661,1.000
0.334,0.670,1.000
0.332,0.668,1.000
0.333,0.667,1.000
0.350,0.677,1.000
0.347,0.676,1.000
0.352,0.679,1.000
0.347,0.679,1.000
0.343,0.678,1.000
0.343,0.672,1.000
0.345,0.678,1.000
0.339,0.677,1.000
0.337,0.672,1.000
0.342,0.673,1.000
0.338,0.671,1.000
0.342,0.675,1.000
0.333,0.675,1.000
0.338,0.675,1.000
0.340,0.676,1.000
0.338,0.675,1.000
0.335,0.674,1.000
0.338,0.673,1.000
0.344,0.675,1.000
0.335,0.662,1.000
0.341,0.663,1.000
0.338,0.673,1.000
0.335,0.669,1.000
0.343,0.673,1.000
0.332,0.667,1.000
0.331,0.656,1.000
0.325,0.659,1.000
0.330,0.663,1.000
0.329,0.664,1.000
0.327,0.666,1.000
0.329,0.669,1.000
0.327,0.659,1.000
0.331,0.664,1.000
0.339,0.672,1.000
0.337,0.676,1.000
0.339,0.672,1.000
0.342,0.672,1.000
0.340,0.676,1.000
0.340,0.675,1.000
0.350,0.687,1.000
0.343,0.677,1.000
0.343,0.684,1.000
0.347,0.691,1.000
0.347,0.685,1.000
0.346,0.684,1.000
0.351,0.696,1.000
0.354,0.686,1.000
0.360,0.696,1.000
0.336,0.679,1.000
0.329,0.668,1.000
0.331,0.669,1.000
0.336,0.683,1.000
0.337,0.684,1.000
0.340,0.686,1.000
0.349,0.690,1.000
0.349,0.687,1.000
0.345,0.680,1.000
0.347,0.686,1.000
0.350,0.694,1.000
0.344,0.683,1.000
0.331,0.686,1.000
0.339,0.685,1.000
0.339,0.686,1.000
0.337,0.693,1.000
0.346,0.699,1.000
0.337,0.693,1.000
0.336,0.690,1.000
0.346,0.697,1.000
0.342,0.691,1.000
0.342,0.699,1.000
0.348,0.698,1.000
0.352,0.700,1.000
0.319,0.680,1.000
0.325,0.666,1.000
0.326,0.672,1.000
0.337,0.684,1.000
0.346,0.692,1.000
0.358,0.692,1.000
0.363,0.673,1.000
0.372,0.683,1.000
0.374,0.672,1.000
0.387,0.679,1.000
0.389,0.683,1.000
0.385,0.681,1.000
0.383,0.658,1.000
0.398,0.662,1.000
0.388,0.657,1.000
0.403,0.674,1.000
0.394,0.664,1.000
0.396,0.664,1.000
0.371,0.650,1.000
0.373,0.649,1.000
0.380,0.654,1.000
0.380,0.656,1.000
0.380,0.643,1.000
0.375,0.646,1.000
0.347,0.625,1.000
0.358,0.626,1.000
0.351,0.612,1.000
0.344,0.617,1.000
0.351,0.632,1.000
0.328,0.616,1.000
0.309,0.620,1.000
0.309,0.622,1.000
0.307,0.622,1.000
0.350,0.653,1.000
0.360,0.652,1.000
0.375,0.646,1.000
0.369,0.657,1.000
0.380,0.643,1.000
0.373,0.639,1.000
0.373,0.628,1.000
0.373,0.637,1.000
0.371,0.618,1.000
0.385,0.641,1.000
0.369,0.634,1.000
0.392,0.632,1.000
0.373,0.638,1.000
0.360,0.623,1.000
0.373,0.628,1.000
0.384,0.627,1.000
0.377,0.637,1.000
0.402,0.651,1.000
0.392,0.628,1.000
0.395,0.642,1.000
0.394,0.644,1.000
