8.558712769599451770e-05,2.567613830879835802e-04,2.567613830879835802e-04,1.369394043135912370e-02,1.377952755905511792e-02,1.377952755905511792e-02,1.377952755905511792e-02,4.955494693598083006e-02,6.299212598425196763e-02,1.615884970900376694e-01,3.794077370763437318e-01,3.794077370763437318e-01,3.806915439917836208e-01,5.985107839780896555e-01,8.100821636425881156e-01,8.100821636425881156e-01,8.100821636425881156e-01,8.100821636425881156e-01,8.206093803491955052e-01,8.273707634371790798e-01,8.275419376925710058e-01,8.277131119479630428e-01,8.277131119479630428e-01,9.263094830537487168e-01,9.590893529613145896e-01,9.591749400890106081e-01,9.641389934953783492e-01,9.642245806230742566e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.788237522492660537e-04,3.788237522492660537e-04,1.628942134671844053e-02,1.628942134671844053e-02,1.628942134671844053e-02,1.628942134671844053e-02,5.123591249171322720e-02,6.714651008618240102e-02,1.773842219907188211e-01,3.701108059475329282e-01,3.701108059475329282e-01,3.713419831423430129e-01,5.640685670991570921e-01,7.834075196514821426e-01,7.834075196514821426e-01,7.834075196514821426e-01,7.834075196514821426e-01,8.000757647504498360e-01,8.111563595037408758e-01,8.115351832559901668e-01,8.119140070082394578e-01,8.119140070082394578e-01,9.221517189127758085e-01,9.596552703854531741e-01,9.596552703854531741e-01,9.650535088550051821e-01,9.650535088550051821e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.108033240997229871e-04,1.108033240997229871e-04,1.795013850415512480e-02,1.795013850415512480e-02,1.795013850415512480e-02,1.795013850415512480e-02,5.418282548476454491e-02,7.202216066481995083e-02,1.771745152354570751e-01,3.683102493074792427e-01,3.684210526315789269e-01,3.696398891966758971e-01,5.607756232686980091e-01,7.841551246537395992e-01,7.842659279778393389e-01,7.843767313019390786e-01,7.843767313019390786e-01,8.018836565096952862e-01,8.162880886426592264e-01,8.163988919667589661e-01,8.165096952908587058e-01,8.166204986149584455e-01,9.217728531855955421e-01,9.596675900277008564e-01,9.596675900277008564e-01,9.637673130193905591e-01,9.637673130193905591e-01,1.000000000000000000e+00,1.000000000000000000e+00
1.105827712042463845e-04,6.634966272254782258e-04,6.634966272254782258e-04,1.835674001990490051e-02,1.846732279110914476e-02,1.846732279110914476e-02,1.846732279110914476e-02,5.374322680526374268e-02,7.143647019794316377e-02,1.669799845184120335e-01,3.723321906446975804e-01,3.723321906446975804e-01,3.749861771535994426e-01,5.803383832798849618e-01,7.952007077297357229e-01,7.952007077297357229e-01,7.952007077297357229e-01,7.952007077297357229e-01,8.127833683512108998e-01,8.263850492093332001e-01,8.269379630653543867e-01,8.274908769213756843e-01,8.274908769213756843e-01,9.230343912418444985e-01,9.605219506800840579e-01,9.606325334512882952e-01,9.646135132146411717e-01,9.647240959858454090e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.067805659369994707e-04,1.067805659369994707e-04,1.655098772023491649e-02,1.655098772023491649e-02,1.655098772023491649e-02,1.655098772023491649e-02,4.527495995728777339e-02,6.171916711158569047e-02,1.687132941804591613e-01,3.712760277629471584e-01,3.717031500266951283e-01,3.725573945541911236e-01,5.751201281366791207e-01,7.878270154831820138e-01,7.882541377469300947e-01,7.886812600106780646e-01,7.886812600106780646e-01,8.033101975440469777e-01,8.186865990389748937e-01,8.187933796049119417e-01,8.189001601708488787e-01,8.193272824345968486e-01,9.263214095034704165e-01,9.663641217298452046e-01,9.663641217298452046e-01,9.712760277629471917e-01,9.712760277629471917e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.195228458834806456e-04,3.195228458834806456e-04,1.991692406007029501e-02,1.991692406007029501e-02,1.991692406007029501e-02,1.991692406007029501e-02,5.101714772606241038e-02,7.061454894024922491e-02,1.737139205453189783e-01,3.821493236766428936e-01,3.822558312919373535e-01,3.837469379060602925e-01,5.921823410373842078e-01,7.917776120992651157e-01,7.918841197145596311e-01,7.919906273298540356e-01,7.919906273298540356e-01,8.092448610075619886e-01,8.242624347640856719e-01,8.245819576099691073e-01,8.249014804558525427e-01,8.250079880711470581e-01,9.281073596762168254e-01,9.638939184151666950e-01,9.638939184151666950e-01,9.688997763340079228e-01,9.688997763340079228e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,3.936620411376832930e-04,3.936620411376832930e-04,1.938785552603090184e-02,1.938785552603090184e-02,1.938785552603090184e-02,1.938785552603090184e-02,5.442377718728471508e-02,7.341797067217793737e-02,1.829544336187383102e-01,3.790965456155890312e-01,3.802775317390020837e-01,3.815569333726995249e-01,5.776990453695501904e-01,7.714791851195748063e-01,7.726601712429879143e-01,7.738411573664009113e-01,7.738411573664009113e-01,7.938195059541384158e-01,8.094675720893612647e-01,8.098612341304989304e-01,8.102548961716365961e-01,8.114358822950497041e-01,9.209723452416100908e-01,9.570908375159925541e-01,9.570908375159925541e-01,9.613227044582226544e-01,9.613227044582226544e-01,9.963586261194764537e-01,1.000000000000000000e+00
9.243852837862821597e-05,4.621926418931410663e-04,4.621926418931410663e-04,1.691625069328896169e-02,1.700868922166759098e-02,1.700868922166759098e-02,1.700868922166759098e-02,5.657237936772046422e-02,7.302643741911628295e-02,1.853392493991495582e-01,3.887964503605102484e-01,3.899057127010537860e-01,3.912922906267332079e-01,5.947494915880938704e-01,7.688112405250507875e-01,7.699205028655943250e-01,7.710297652061379736e-01,7.710297652061379736e-01,7.890552782399704590e-01,8.020891107413570253e-01,8.024588648548715009e-01,8.028286189683859764e-01,8.039378813089295139e-01,9.162506932889628031e-01,9.521168422998705916e-01,9.522092808282491827e-01,9.560916990201515642e-01,9.561841375485302663e-01,9.957478276945831430e-01,1.000000000000000000e+00
0.000000000000000000e+00,4.535147392290249662e-04,4.535147392290249662e-04,1.732426303854875393e-02,1.732426303854875393e-02,1.732426303854875393e-02,1.732426303854875393e-02,5.287981859410430946e-02,6.975056689342404304e-02,1.811337868480725755e-01,3.832199546485260955e-01,3.842176870748299500e-01,3.859410430839002037e-01,5.880272108843537238e-01,7.662585034013605911e-01,7.672562358276644456e-01,7.682539682539683001e-01,7.682539682539683001e-01,7.905668934240362988e-01,8.056235827664398608e-01,8.060770975056689158e-01,8.065306122448979709e-01,8.075283446712018254e-01,9.189115646258503300e-01,9.548299319727890921e-01,9.548299319727890921e-01,9.580952380952381109e-01,9.580952380952381109e-01,9.936507936507936734e-01,1.000000000000000000e+00
0.000000000000000000e+00,8.603630732168975536e-04,8.603630732168975536e-04,1.866987868880667575e-02,1.866987868880667575e-02,1.866987868880667575e-02,1.866987868880667575e-02,5.325647423212595544e-02,7.106598984771574090e-02,1.749978490923169705e-01,3.793340789813301472e-01,3.809687688204422273e-01,3.830336401961627613e-01,5.873698700851759380e-01,7.717456766755570463e-01,7.733803665146692374e-01,7.750150563537813175e-01,7.750150563537813175e-01,7.939430439645530635e-01,8.091714703604920844e-01,8.100318334337089921e-01,8.108921965069258997e-01,8.125268863460379798e-01,9.164587455906392233e-01,9.534543577389658076e-01,9.534543577389658076e-01,9.581863546416587996e-01,9.581863546416587996e-01,9.927729501849780203e-01,1.000000000000000000e+00
