26.94
26.95
22.78
21.42
23.08
23.02
27.80
30.20
30.69
31.27
33.91
37.86
56.36
62.16
64.16
66.09
70.05
73.34
83.09
89.69
96.19
96.36
100.05
105.70
123.70
141.38
146.94
151.94
154.92
156.38
187.59
193.41
195.75
190.22
189.00
189.73
191.20
196.13
191.42
192.83
191.63
191.33
191.83
191.53
190.16
188.00
190.75
191.34
186.75
185.47
184.67
184.44
185.36
180.45
180.69
184.05
177.17
174.84
173.02
171.28
173.98
175.16
175.47
170.45
171.80
170.13
168.19
169.48
167.72
168.95
167.63
165.75
164.88
166.69
165.61
163.14
161.73
161.97
156.16
158.94
157.91
159.27
157.52
159.70
158.11
158.02
160.02
160.36
161.69
158.67
159.36
158.73
157.33
159.55
159.19
158.88
157.02
159.55
158.05
153.84
157.45
153.70
154.58
158.33
160.08
157.55
153.91
150.31
144.34
145.86
140.56
137.00
134.31
131.84
126.00
121.34
118.36
112.64
113.17
103.98
94.92
90.13
88.31
82.47
83.05
77.97
78.81
79.47
78.00
73.25
71.09
68.36
64.47
63.17
63.27
60.94
59.11
59.78
57.97
56.17
54.98
52.42
51.14
51.50
49.39
46.64
47.38
45.44
44.48
44.72
45.84
47.67
45.83
43.34
41.03
40.86
38.44
35.84
35.73
34.41
33.77
33.92
35.45
34.78
36.23
32.81
32.88
32.91
33.23
32.86
32.34
30.80
31.41
30.14
31.98
30.41
31.38
29.41
27.33
28.73
28.19
27.06
26.20
24.20
23.19
22.91
22.08
21.67
21.09
21.56
19.48
19.78
17.95
16.94
16.61
15.63
15.23
15.36
14.03
13.53
12.28
12.42
10.91
10.17
